record_id,gender,gaming_platform,age_group,game_genre,primary_game,daily_gaming_hours,sleep_status,sleep_hours,sleep_disruption_frequency,mood_swing_frequency,gaming_addiction_risk_level,academic_work_performance,grades_gpa,work_productivity_score,exercise_hours_weekly,social_isolation_score,eye_strain,back_neck_pain,monthly_game_spending_usd
GD0498,Male,Multi-platform,19-24,"Battle Royale",Fortnite,9.5,"Very Poor",3.7,Always,Rarely,High,Average,1.14,4,5.7,6,TRUE,TRUE,207.65
GD0499,Male,Multi-platform,19-24,"Battle Royale",PUBG,5.9,Fair,6.7,Always,Often,Low,Average,2.14,8,5.4,3,FALSE,TRUE,131.7
GD0500,Female,Multi-platform,19-24,"Battle Royale",Fortnite,7.1,Poor,4.7,Sometimes,Sometimes,High,"Below Average",1.02,3,5.5,3,TRUE,TRUE,142.02
GD0501,Male,Multi-platform,13-18,"Battle Royale","Apex Legends",9.6,"Very Poor",3.7,Always,Rarely,Moderate,Poor,3.97,,5.6,6,TRUE,TRUE,82.52
GD0502,Female,Multi-platform,19-24,RPG,Skyrim,4.1,Fair,5.6,Rarely,Rarely,Low,"Below Average",,1,6.6,2,FALSE,FALSE,34.53
GD0503,Male,Multi-platform,19-24,RPG,Skyrim,7.5,"Very Poor",3.3,Sometimes,Daily,Low,Average,1.78,4,8,5,FALSE,FALSE,70.7
GD0504,Male,Multi-platform,13-18,MMO,"Elder Scrolls Online",3.5,Good,7.9,Never,Rarely,Low,Good,2.45,,7.9,3,FALSE,FALSE,10.74
GD0505,Female,Multi-platform,25-30,RPG,"Cyberpunk 2077",0.8,Good,8.2,Often,Often,Low,Good,,6,10.5,1,FALSE,FALSE,27.33
GD0506,Female,Multi-platform,13-18,MMO,"Elder Scrolls Online",9.4,"Very Poor",3.6,Rarely,Daily,High,"Below Average",3.04,,7.1,4,FALSE,FALSE,470.19
GD0507,Male,PC,19-24,FPS,Valorant,5.5,Fair,6.3,Sometimes,Often,Low,"Below Average",3.86,4,9.1,3,TRUE,FALSE,91.49
GD0508,Male,Multi-platform,13-18,FPS,Overwatch,4.6,Fair,6.8,Always,Sometimes,Low,Poor,3.77,,8.5,2,TRUE,FALSE,96.69
GD0509,Male,Multi-platform,13-18,FPS,Overwatch,3.5,Good,8.4,Never,Rarely,Low,Good,3.76,,10,1,FALSE,FALSE,38.67
GD0510,Male,Multi-platform,19-24,"Battle Royale",Warzone,5.7,Fair,6.4,Always,Daily,Moderate,"Below Average",2.06,7,6.6,6,TRUE,TRUE,89.3
GD0511,Male,PC,19-24,Strategy,"Age of Empires",1,Good,8,Sometimes,Daily,Low,Good,3.87,9,11.3,1,FALSE,FALSE,7.33
GD0512,Female,Mobile,19-24,"Mobile Games","PUBG Mobile",6.7,"Very Poor",3.1,Never,Never,Low,"Below Average",2.79,9,8.2,2,FALSE,TRUE,103.77
GD0513,Male,PC,13-18,MOBA,"Dota 2",2.1,Good,7.3,Sometimes,Daily,Low,Excellent,3.63,,8.2,3,FALSE,FALSE,41.89
GD0514,Female,Multi-platform,19-24,Strategy,"Civilization VI",3.7,Fair,6.1,Often,Never,Low,Good,,1,6.1,3,FALSE,FALSE,7.4
GD0515,Male,PC,13-18,Strategy,"StarCraft II",11.2,"Very Poor",3.4,Sometimes,Never,High,"Below Average",2.41,,4.6,8,FALSE,FALSE,436.35
GD0516,Male,Multi-platform,13-18,"Battle Royale",Warzone,6.3,Fair,6.2,Often,Rarely,Moderate,Average,2.2,,7.1,4,FALSE,TRUE,85.83
GD0517,Male,Multi-platform,19-24,"Battle Royale","Apex Legends",12.2,Poor,5.3,Rarely,Daily,High,"Below Average",3.3,9,4.1,7,TRUE,TRUE,343.9
GD0518,Male,Multi-platform,19-24,MMO,"Final Fantasy XIV",5.4,Fair,5.9,Often,Never,Low,Poor,1.63,10,6.9,3,TRUE,FALSE,114.75
GD0519,Male,Mobile,13-18,MOBA,"Mobile Legends",7.8,"Very Poor",3.1,Never,Often,High,Good,1.33,,4.5,5,TRUE,TRUE,50.64
GD0520,Male,Mobile,19-24,"Mobile Games","Clash of Clans",3.1,Good,8.7,Often,Daily,Low,Average,3.87,1,7,1,FALSE,FALSE,1.5
GD0521,Male,PC,19-24,Strategy,"StarCraft II",8.2,"Very Poor",3.6,Sometimes,Rarely,Moderate,Poor,,10,4.1,6,TRUE,TRUE,29
GD0522,Male,Multi-platform,19-24,MMO,"Final Fantasy XIV",6.6,Poor,4.9,Always,Rarely,High,"Below Average",2.86,1,6.8,5,TRUE,FALSE,35.07
GD0523,Female,PC,19-24,MOBA,"League of Legends",9.1,Poor,4.7,Never,Often,High,Poor,3.33,5,4.3,6,FALSE,TRUE,479.29
GD0524,Male,PC,13-18,FPS,Valorant,4.6,Fair,6.2,Sometimes,Never,Low,Average,1.61,,9.1,6,FALSE,FALSE,40.53
GD0525,Male,Multi-platform,19-24,Strategy,"Civilization VI",7.3,"Very Poor",3.2,Rarely,Daily,High,Poor,3.31,3,5.3,4,TRUE,TRUE,84.52
GD0526,Male,PC,13-18,FPS,Valorant,1.7,Good,8.2,Sometimes,Rarely,Low,Excellent,3.03,,7.6,1,FALSE,FALSE,12.32
GD0527,Male,Multi-platform,13-18,FPS,Overwatch,4.3,Fair,6.9,Sometimes,Sometimes,Low,"Below Average",3.2,,9.5,4,FALSE,FALSE,32.71
GD0528,Male,Multi-platform,19-24,FPS,Overwatch,1.3,Good,8.5,Often,Never,Low,Average,3.92,8,9.2,1,FALSE,FALSE,44.99
GD0529,Male,PC,25-30,MMO,"World of Warcraft",10.4,Poor,4.3,Often,Sometimes,Severe,Poor,,3,6.4,5,TRUE,FALSE,61.9
GD0530,Female,PC,19-24,MOBA,"Dota 2",10.1,Fair,5.7,Always,Often,Severe,"Below Average",2.09,1,3.6,8,TRUE,TRUE,350.42
GD0531,Female,Multi-platform,19-24,"Mobile Games","Genshin Impact",5.8,Fair,6.3,Rarely,Daily,Low,Average,1.63,3,8.8,5,FALSE,FALSE,124.29
GD0532,Male,Mobile,13-18,"Mobile Games","Clash of Clans",2.5,Good,8.9,Often,Daily,Low,Average,1.57,,10.4,1,FALSE,FALSE,30.97
GD0533,Male,Multi-platform,13-18,MMO,"Final Fantasy XIV",2.6,Good,8.8,Never,Never,Low,Excellent,2.58,,10.1,2,FALSE,FALSE,26.71
GD0534,Male,PC,19-24,MOBA,"League of Legends",10.2,"Very Poor",3.3,Rarely,Daily,High,Failing,3.44,10,6.9,7,FALSE,FALSE,207.43
GD0535,Male,PC,13-18,FPS,CS:GO,5.8,Fair,6.2,Never,Never,Moderate,Poor,2.69,,7.1,4,TRUE,TRUE,88.33
GD0536,Female,Multi-platform,13-18,MMO,"Final Fantasy XIV",1.9,Good,7.1,Always,Rarely,Low,Average,1.78,,10.9,1,FALSE,FALSE,23.78
GD0537,Male,Multi-platform,13-18,RPG,"Elden Ring",8,Poor,5,Never,Rarely,High,Poor,3.81,,7.7,5,TRUE,TRUE,85.28
GD0538,Male,Multi-platform,13-18,MMO,"Elder Scrolls Online",3.4,Good,7.4,Never,Daily,Low,Average,2.15,,9,1,FALSE,FALSE,30.22
GD0539,Male,PC,19-24,Strategy,"Age of Empires",1.2,Good,7.6,Often,Sometimes,Low,Average,,1,8.6,1,FALSE,FALSE,32.34
GD0540,Male,Multi-platform,19-24,MMO,"Elder Scrolls Online",4.3,Fair,6.3,Rarely,Sometimes,Low,"Below Average",2.46,10,9.2,3,FALSE,FALSE,43.72
GD0541,Male,Multi-platform,13-18,"Battle Royale","Apex Legends",10.7,Poor,5.3,Never,Sometimes,Severe,"Below Average",3.11,,4.3,7,TRUE,TRUE,115.6
GD0542,Male,Multi-platform,25-30,"Battle Royale",PUBG,3.3,Good,8.9,Often,Sometimes,Low,"Below Average",,6,9.3,3,FALSE,FALSE,11.66
GD0543,Male,Multi-platform,31+,Strategy,"Civilization VI",10.4,"Very Poor",3.2,Sometimes,Often,Severe,Average,,10,7,7,FALSE,FALSE,339.48
GD0544,Female,Mobile,19-24,"Mobile Games","Candy Crush",6.7,Poor,4.6,Rarely,Sometimes,High,Poor,1.18,5,6.5,5,TRUE,TRUE,37
GD0545,Male,Multi-platform,13-18,MMO,"Elder Scrolls Online",6.3,Poor,5.1,Sometimes,Daily,Low,Excellent,1.91,,7.7,3,FALSE,FALSE,33.58
GD0546,Male,PC,19-24,MMO,"World of Warcraft",6.2,Fair,6.7,Often,Rarely,Moderate,Average,3.56,6,5.9,3,TRUE,FALSE,138.86
GD0547,Male,PC,19-24,MMO,"World of Warcraft",3.2,Good,8.7,Sometimes,Sometimes,Low,Average,3.82,6,8.4,4,FALSE,FALSE,42.64
GD0548,Male,Multi-platform,19-24,FPS,"Call of Duty",7.1,"Very Poor",3.8,Never,Daily,High,"Below Average",,8,6,5,FALSE,FALSE,96.9
GD0549,Male,PC,13-18,MOBA,"Dota 2",8.4,Poor,5.2,Rarely,Sometimes,Low,Poor,3.2,,4.7,5,TRUE,TRUE,73.02
GD0550,Female,Multi-platform,19-24,"Battle Royale",Fortnite,7.2,Fair,5.9,Never,Sometimes,Moderate,Excellent,1.41,2,6.2,4,TRUE,TRUE,99.01
GD0551,Male,PC,19-24,Strategy,"Age of Empires",9.5,"Very Poor",3.2,Always,Daily,Severe,Excellent,1.94,5,4.6,6,TRUE,FALSE,90.31
GD0552,Male,Mobile,19-24,"Mobile Games","PUBG Mobile",6,Poor,5.3,Rarely,Daily,Low,Average,1.42,9,5.4,4,FALSE,FALSE,35.25
GD0553,Female,Mobile,19-24,MOBA,"Mobile Legends",2.3,Good,8.9,Often,Never,Low,Good,3.61,10,9.8,2,FALSE,FALSE,39.46
GD0554,Male,PC,25-30,Strategy,"Age of Empires",4.2,Fair,5.9,Always,Sometimes,Low,Excellent,,2,8.9,3,FALSE,FALSE,18.36
GD0555,Female,Multi-platform,19-24,RPG,"Cyberpunk 2077",4.6,Fair,6.1,Always,Rarely,Low,Average,3.24,2,7.3,5,TRUE,FALSE,70.56
GD0556,Male,PC,19-24,Strategy,"Age of Empires",4.8,Fair,7,Often,Daily,Low,Poor,2.78,1,8.1,2,TRUE,FALSE,97.99
GD0557,Male,Mobile,19-24,"Mobile Games","PUBG Mobile",11.7,Poor,5.5,Always,Daily,Severe,Average,2.69,7,5.4,7,TRUE,FALSE,360.29
GD0558,Male,PC,25-30,MOBA,"Dota 2",2.5,Good,7.6,Always,Daily,Low,Good,,4,8.8,1,FALSE,FALSE,0.43
GD0559,Male,Mobile,31+,MOBA,"Mobile Legends",5.2,Poor,5.3,Rarely,Sometimes,Low,Excellent,,10,8.2,2,TRUE,FALSE,102.88
GD0560,Male,Mobile,19-24,MOBA,"Mobile Legends",4.6,Poor,5.4,Rarely,Never,Low,Average,1.85,9,5.5,1,FALSE,FALSE,37.92
GD0561,Male,Mobile,13-18,MOBA,"Mobile Legends",4,Fair,5.8,Always,Sometimes,Low,Excellent,3.29,,8.7,3,FALSE,FALSE,26.29
GD0562,Female,Mobile,19-24,"Mobile Games","Clash of Clans",1.7,Good,8.7,Rarely,Daily,Low,Excellent,3.88,7,7.6,1,FALSE,FALSE,2.01
GD0563,Male,PC,13-18,FPS,Valorant,7.6,"Very Poor",3.3,Always,Daily,Moderate,Poor,1.73,,6.9,3,FALSE,TRUE,42.16
GD0564,Male,Multi-platform,19-24,MMO,"Final Fantasy XIV",4.5,Fair,6.9,Sometimes,Sometimes,Low,"Below Average",1.54,10,7.1,2,TRUE,FALSE,92.49
GD0565,Other,PC,19-24,MMO,"World of Warcraft",4.6,Fair,6.3,Often,Never,Low,"Below Average",,6,6.8,4,FALSE,FALSE,134.52
GD0566,Male,Multi-platform,13-18,Strategy,"Civilization VI",2.3,Good,7.3,Sometimes,Rarely,Low,Average,1.63,,9.8,1,FALSE,FALSE,35.89
GD0567,Female,Mobile,25-30,MOBA,"Mobile Legends",5.3,Fair,6,Never,Daily,Low,"Below Average",,3,8.8,2,TRUE,FALSE,123.9
GD0568,Male,PC,19-24,MOBA,"Dota 2",8,Fair,5.8,Rarely,Often,Severe,"Below Average",2.75,6,4.7,5,FALSE,TRUE,42.42
GD0569,Male,PC,13-18,MOBA,"League of Legends",2.3,Good,8.2,Always,Sometimes,Low,"Below Average",2.99,,10.6,1,FALSE,FALSE,13.49
GD0570,Male,PC,31+,MOBA,"Dota 2",3.9,Poor,5.1,Sometimes,Sometimes,Low,Excellent,,2,6.5,2,FALSE,FALSE,23.55
GD0571,Female,Multi-platform,25-30,"Battle Royale",Warzone,7.8,Poor,4.7,Rarely,Rarely,Severe,Poor,,1,4,6,TRUE,TRUE,88.65
GD0572,Male,PC,13-18,MMO,"World of Warcraft",8.4,"Very Poor",3.4,Always,Sometimes,High,Average,3.69,,7.9,3,FALSE,FALSE,76.72
GD0573,Male,Multi-platform,19-24,Strategy,"Civilization VI",5.3,Poor,5.5,Sometimes,Sometimes,Low,Poor,2.34,6,8.5,4,TRUE,FALSE,140.81
GD0574,Male,Multi-platform,19-24,"Battle Royale",Warzone,3.5,Fair,6.9,Often,Often,Low,"Below Average",,2,9.4,3,FALSE,FALSE,11.59
GD0575,Male,Multi-platform,19-24,RPG,"Elden Ring",4.3,Poor,5.5,Often,Often,Low,Average,,1,6.4,1,FALSE,FALSE,6.68
GD0576,Male,Multi-platform,19-24,RPG,Skyrim,6.5,Fair,5.7,Sometimes,Sometimes,High,Failing,1.76,7,6.2,4,TRUE,TRUE,132.29
GD0577,Female,Multi-platform,19-24,RPG,Skyrim,1.3,Good,9,Never,Sometimes,Low,Excellent,3.45,10,11.3,1,FALSE,FALSE,25.35
GD0578,Female,Multi-platform,13-18,"Battle Royale",Warzone,7.1,Poor,5.2,Sometimes,Often,Moderate,"Below Average",3.36,,4.5,5,FALSE,TRUE,86.64
GD0579,Female,Mobile,19-24,"Mobile Games","Clash of Clans",2.7,Good,8.2,Always,Often,Low,Excellent,3.63,9,10,2,FALSE,FALSE,34.35
GD0580,Male,PC,19-24,Strategy,"StarCraft II",5.9,Poor,5.1,Sometimes,Never,Low,Poor,2.78,7,5.7,2,TRUE,TRUE,57.6
GD0581,Female,Multi-platform,13-18,"Battle Royale",Fortnite,6.4,Fair,6.2,Often,Daily,Moderate,"Below Average",1.23,,5.9,4,TRUE,TRUE,34.21
GD0582,Female,Multi-platform,13-18,FPS,"Call of Duty",8.3,"Very Poor",3.7,Often,Rarely,Severe,Good,3.97,,4,6,TRUE,TRUE,40.05
GD0583,Male,Multi-platform,13-18,RPG,"Cyberpunk 2077",9.5,Poor,4.6,Always,Rarely,Moderate,Average,3.66,,7,4,TRUE,TRUE,327.63
GD0584,Female,Multi-platform,13-18,RPG,Skyrim,7.8,Fair,5.7,Never,Rarely,High,Average,2.75,,5.5,4,TRUE,FALSE,80.16
GD0585,Male,Multi-platform,19-24,MMO,"Elder Scrolls Online",8.3,"Very Poor",3.8,Often,Never,Severe,Poor,1.36,4,7.9,5,FALSE,FALSE,76.85
GD0586,Male,Multi-platform,13-18,RPG,Skyrim,1,Good,7.4,Often,Rarely,Low,Excellent,2.61,,7.6,1,FALSE,FALSE,4.9
GD0587,Female,Multi-platform,19-24,RPG,Skyrim,8.4,"Very Poor",3.8,Sometimes,Often,Moderate,Poor,1.69,7,5.4,6,TRUE,TRUE,94.45
GD0588,Male,Multi-platform,13-18,MMO,"Elder Scrolls Online",6.9,Poor,4.7,Always,Daily,Low,"Below Average",2.13,,8.2,4,FALSE,TRUE,11.92
GD0589,Female,Multi-platform,19-24,"Battle Royale",Fortnite,8.4,Poor,5.2,Rarely,Rarely,High,Poor,,4,5.5,5,FALSE,TRUE,144.35
GD0590,Male,Multi-platform,19-24,MMO,"Elder Scrolls Online",1.7,Good,7.1,Sometimes,Rarely,Low,Average,1.77,7,7.6,1,FALSE,FALSE,42.67
GD0591,Female,PC,13-18,MMO,"World of Warcraft",6.3,Poor,5.2,Rarely,Daily,Moderate,Good,1.96,,6.5,3,TRUE,TRUE,29.37
GD0592,Male,Multi-platform,19-24,RPG,"Elden Ring",5.8,Poor,5.4,Never,Sometimes,Low,"Below Average",1.5,3,5.1,4,TRUE,FALSE,125.21
GD0593,Female,Multi-platform,13-18,MMO,"Elder Scrolls Online",1.5,Good,9,Always,Sometimes,Low,Good,3.35,,8,1,FALSE,FALSE,4.91
GD0594,Male,PC,19-24,Strategy,"StarCraft II",8.6,Poor,5,Sometimes,Daily,Severe,"Below Average",2.71,3,6,5,TRUE,TRUE,314.32
GD0595,Female,PC,19-24,MMO,"World of Warcraft",6.5,Fair,6.9,Never,Often,Moderate,"Below Average",1.4,9,5.9,3,TRUE,TRUE,119.21
GD0596,Female,Mobile,25-30,MOBA,"Mobile Legends",3.9,Fair,5.6,Rarely,Never,Low,"Below Average",,2,8.8,2,FALSE,FALSE,37.27
GD0597,Male,Mobile,19-24,"Mobile Games","Candy Crush",6,Fair,7,Never,Daily,Moderate,Average,3.21,7,8.3,4,TRUE,FALSE,114.69
GD0598,Female,Multi-platform,13-18,Strategy,"Civilization VI",9.3,Poor,4.7,Often,Daily,Severe,"Below Average",3.22,,6.9,5,TRUE,FALSE,69.4
GD0599,Male,Multi-platform,19-24,RPG,"Cyberpunk 2077",7.5,"Very Poor",3.2,Sometimes,Rarely,Severe,Failing,1.89,1,6.9,7,TRUE,TRUE,128.77
GD0600,Female,Multi-platform,19-24,"Battle Royale",Fortnite,5.8,Poor,5.3,Often,Never,Low,Average,3.36,3,6.9,4,FALSE,TRUE,88.08
GD0601,Male,Multi-platform,19-24,RPG,"Elden Ring",1.1,Good,8.4,Rarely,Rarely,Low,Excellent,2.65,10,9.4,1,FALSE,FALSE,44.51
GD0602,Male,Multi-platform,13-18,Strategy,"Civilization VI",4.2,Fair,5.8,Always,Daily,Low,"Below Average",2.21,,6.6,2,FALSE,FALSE,34.04
GD0603,Female,Multi-platform,13-18,Strategy,"Civilization VI",7.4,"Very Poor",3.4,Always,Often,Moderate,"Below Average",2.18,,7.1,4,TRUE,TRUE,87.18
GD0604,Male,Mobile,19-24,"Mobile Games","Candy Crush",4.8,Fair,6.9,Often,Daily,Low,"Below Average",2.28,5,6.4,4,TRUE,FALSE,29.12
GD0605,Male,PC,19-24,MOBA,"League of Legends",7.4,Fair,5.8,Never,Rarely,Moderate,Good,3.54,5,7.1,5,TRUE,TRUE,130.69
GD0606,Female,Multi-platform,19-24,"Battle Royale",Warzone,11.4,Poor,4.3,Never,Daily,Severe,Poor,1.95,5,4.5,6,FALSE,TRUE,90.88
GD0607,Male,Multi-platform,13-18,RPG,"Cyberpunk 2077",13.2,Poor,4.2,Rarely,Rarely,High,Poor,3.63,,5.5,8,FALSE,FALSE,475.36
GD0608,Male,PC,13-18,MMO,"World of Warcraft",4.6,Fair,6.5,Always,Daily,Low,Good,1.25,,6.5,5,TRUE,FALSE,70.11
GD0609,Male,Multi-platform,13-18,"Battle Royale",PUBG,8.7,Poor,4.7,Often,Never,Moderate,Average,3.48,,6.6,6,TRUE,FALSE,119.98
GD0610,Female,Multi-platform,25-30,"Battle Royale","Apex Legends",4.8,Fair,6.7,Sometimes,Rarely,Low,"Below Average",,2,8.1,3,TRUE,FALSE,75.94
GD0611,Male,Multi-platform,19-24,FPS,"Call of Duty",6.4,Poor,5.4,Never,Never,Low,Average,1.28,6,5.9,2,TRUE,TRUE,80.75
GD0612,Male,Multi-platform,19-24,MMO,"Final Fantasy XIV",5.4,Fair,6,Always,Sometimes,Low,Excellent,2.81,6,6.7,3,TRUE,FALSE,98.4
GD0613,Male,Multi-platform,19-24,"Battle Royale",PUBG,2.6,Good,8.6,Always,Daily,Low,Poor,2.48,1,8.2,2,FALSE,FALSE,19.48
GD0614,Male,Mobile,13-18,MOBA,"Mobile Legends",1.3,Good,8.4,Rarely,Never,Low,Average,3.15,,11.1,1,FALSE,FALSE,1.18
GD0615,Female,Multi-platform,13-18,FPS,Overwatch,3.7,Poor,5,Often,Sometimes,Low,"Below Average",3.55,,9.4,2,FALSE,FALSE,46.28
GD0616,Female,Multi-platform,13-18,"Battle Royale",Warzone,4.7,Fair,6,Always,Often,Low,Average,2.82,,6.6,2,TRUE,FALSE,127.9
GD0617,Male,Multi-platform,19-24,MMO,"Final Fantasy XIV",8.4,Poor,4.2,Often,Never,Moderate,Failing,,8,5.5,4,TRUE,TRUE,111.33
GD0618,Male,Mobile,25-30,MOBA,"Mobile Legends",7.2,"Very Poor",4,Sometimes,Sometimes,High,"Below Average",,3,6.3,5,FALSE,TRUE,74.44
GD0619,Male,Mobile,19-24,"Mobile Games","PUBG Mobile",6.4,Fair,5.6,Never,Often,Moderate,Excellent,2.43,5,7.6,4,TRUE,TRUE,112.63
GD0620,Male,Multi-platform,13-18,"Mobile Games","Genshin Impact",2.6,Good,7.8,Always,Rarely,Low,Good,2.19,,6.6,1,FALSE,FALSE,32.91
GD0621,Male,Multi-platform,25-30,FPS,Overwatch,3.4,Good,8.4,Never,Sometimes,Low,Excellent,,2,8.5,1,FALSE,FALSE,29.73
GD0622,Female,Mobile,13-18,"Mobile Games","Clash of Clans",7,Poor,4.7,Often,Daily,Low,Poor,3.52,,5.9,6,TRUE,FALSE,54.93
GD0623,Female,Multi-platform,25-30,FPS,"Call of Duty",1.6,Good,7.5,Never,Never,Low,Average,,9,9,2,FALSE,FALSE,24.49
GD0624,Male,PC,19-24,MOBA,"Dota 2",7.7,"Very Poor",3.5,Sometimes,Often,Moderate,Average,1.1,6,7.8,6,TRUE,FALSE,33.95
GD0625,Male,PC,19-24,MOBA,"Dota 2",4.8,Poor,5.5,Always,Sometimes,Low,Average,2.5,2,8.8,4,TRUE,FALSE,94.88
GD0626,Male,PC,31+,Strategy,"StarCraft II",6.9,Poor,5.2,Often,Never,High,Failing,,8,7.8,5,TRUE,FALSE,105.61
GD0627,Female,PC,19-24,Strategy,"Age of Empires",4.8,Fair,6,Rarely,Often,Low,Good,1.74,8,7.5,4,TRUE,FALSE,19.11
GD0628,Male,Multi-platform,13-18,MMO,"Final Fantasy XIV",4.5,Fair,5.6,Sometimes,Often,Low,"Below Average",2.23,,7,3,FALSE,FALSE,77.9
GD0629,Female,Multi-platform,19-24,FPS,Overwatch,3.6,Poor,5.4,Often,Never,Low,Good,3.09,3,6.1,3,FALSE,FALSE,40.97
GD0630,Female,Multi-platform,25-30,"Battle Royale","Apex Legends",12,Poor,5.2,Always,Sometimes,Severe,Average,,4,4.9,9,TRUE,TRUE,348.26
GD0631,Female,PC,13-18,FPS,CS:GO,5.4,Fair,5.8,Always,Daily,Low,Poor,2.81,,8.3,2,FALSE,FALSE,34.87
GD0632,Male,Mobile,19-24,"Mobile Games","Clash of Clans",7,"Very Poor",3.8,Never,Often,High,Average,,9,4.8,5,TRUE,FALSE,128.77
GD0633,Male,PC,25-30,Strategy,"Age of Empires",6.2,Fair,5.9,Often,Daily,Moderate,"Below Average",,8,8,6,FALSE,TRUE,30.42
GD0634,Male,Multi-platform,19-24,MMO,"Elder Scrolls Online",5.7,Fair,5.7,Sometimes,Rarely,Moderate,Good,,1,6.5,3,TRUE,FALSE,76.37
GD0635,Female,Mobile,13-18,MOBA,"Mobile Legends",6.2,Fair,5.8,Sometimes,Rarely,Moderate,Good,3.53,,5.4,4,FALSE,TRUE,57.17
GD0636,Male,Multi-platform,19-24,RPG,"Elden Ring",9.6,"Very Poor",3.6,Sometimes,Sometimes,High,Good,2.57,8,7,7,FALSE,TRUE,451.73
GD0637,Male,Multi-platform,19-24,MMO,"Elder Scrolls Online",11.1,Fair,5.9,Rarely,Sometimes,High,Excellent,1.58,9,3.8,8,FALSE,TRUE,80.87
GD0638,Male,Mobile,19-24,"Mobile Games","Clash of Clans",7.8,Fair,5.9,Often,Daily,High,Poor,,6,7,3,TRUE,TRUE,143.11
GD0639,Male,Multi-platform,19-24,"Battle Royale",PUBG,6,Poor,5.5,Often,Never,Moderate,Failing,3.88,8,6,6,TRUE,TRUE,33.26
GD0640,Female,PC,13-18,MOBA,"Dota 2",3.1,Fair,7,Often,Daily,Low,Excellent,2.8,,8.4,1,FALSE,FALSE,37.55
GD0641,Female,Multi-platform,25-30,Strategy,"Civilization VI",7.2,Poor,4.4,Always,Never,High,"Below Average",,1,7.3,4,TRUE,FALSE,135.46
GD0642,Male,Multi-platform,19-24,"Mobile Games","Genshin Impact",6.9,Fair,6,Rarely,Sometimes,Moderate,"Below Average",3.05,8,7.7,4,TRUE,TRUE,140.64
GD0643,Male,PC,19-24,FPS,Valorant,2.5,Good,8.1,Always,Never,Low,"Below Average",3.54,2,8.7,3,FALSE,FALSE,28.41
GD0644,Female,Multi-platform,25-30,RPG,Skyrim,5.9,Fair,6.6,Rarely,Rarely,Moderate,Excellent,,3,5.6,3,TRUE,FALSE,97.31
GD0645,Male,Multi-platform,25-30,RPG,Skyrim,5.9,Fair,6.3,Never,Rarely,Low,Good,,6,7.3,3,FALSE,FALSE,112.85
GD0646,Male,PC,19-24,Strategy,"Age of Empires",4.8,Fair,5.9,Often,Rarely,Low,Good,1.51,9,5.5,4,TRUE,FALSE,115.72
GD0647,Female,PC,13-18,MOBA,"Dota 2",4.6,Fair,6,Rarely,Rarely,Low,Average,2.23,,8.1,4,TRUE,FALSE,20.94
GD0648,Female,PC,13-18,Strategy,"StarCraft II",5.2,Fair,6.3,Often,Sometimes,Low,Good,2.22,,8.9,2,TRUE,FALSE,10.52
GD0649,Female,Multi-platform,25-30,MMO,"Final Fantasy XIV",5.2,Fair,6.5,Often,Sometimes,Low,Good,,9,8.5,4,TRUE,FALSE,126.54
GD0650,Male,PC,19-24,MMO,"World of Warcraft",5.6,Fair,6.3,Rarely,Often,Moderate,Average,3.42,2,5.9,4,TRUE,FALSE,130
GD0651,Female,PC,13-18,MMO,"World of Warcraft",5,Fair,5.9,Never,Sometimes,Low,Poor,2.26,,5.5,3,TRUE,FALSE,145.08
GD0652,Male,PC,19-24,MOBA,"League of Legends",7,Poor,4.8,Often,Rarely,Moderate,Poor,3.57,4,8.2,3,TRUE,TRUE,142.25
GD0653,Male,Multi-platform,19-24,RPG,"Cyberpunk 2077",1.7,Good,8.7,Often,Often,Low,Excellent,2.23,10,10.4,2,FALSE,FALSE,36.8
GD0654,Female,Multi-platform,19-24,"Battle Royale",Warzone,6.4,Poor,5.4,Rarely,Never,Moderate,Average,3.24,4,6.1,2,TRUE,FALSE,145.93
GD0655,Female,Mobile,19-24,"Mobile Games","PUBG Mobile",3.3,Good,8.3,Sometimes,Daily,Low,Excellent,2.74,3,9.1,1,FALSE,FALSE,13.68
GD0656,Female,PC,13-18,Strategy,"StarCraft II",9.3,"Very Poor",3.1,Always,Sometimes,Severe,"Below Average",1.82,,3.7,6,FALSE,TRUE,90.17
GD0657,Female,Multi-platform,19-24,MMO,"Final Fantasy XIV",6.3,Fair,6.2,Rarely,Rarely,Low,Average,2.54,5,8.5,6,FALSE,TRUE,80.72
GD0658,Male,Multi-platform,19-24,MMO,"Final Fantasy XIV",13.4,"Very Poor",3.9,Never,Daily,High,"Below Average",,3,5.2,9,TRUE,FALSE,64.52
GD0659,Male,Multi-platform,13-18,"Battle Royale","Apex Legends",6.6,Poor,5.4,Often,Often,Low,Poor,2.34,,5.6,5,TRUE,TRUE,80.91
GD0660,Female,PC,19-24,MMO,"World of Warcraft",5.3,Fair,6.8,Never,Daily,Low,Poor,3.93,2,9,2,TRUE,FALSE,128.13
GD0661,Male,Multi-platform,13-18,RPG,"Elden Ring",7.4,Poor,5.2,Sometimes,Often,High,"Below Average",3.68,,5.8,3,TRUE,TRUE,67.44
GD0662,Female,PC,19-24,Strategy,"Age of Empires",1.8,Good,8,Rarely,Often,Low,Excellent,3.17,10,8.9,2,FALSE,FALSE,40.78
